train_loss,epoch,step,val_loss,MCC,AUPR
0.19683462381362915,0,49,,,
0.15837860107421875,0,99,,,
0.3096539378166199,0,149,,,
0.08154092729091644,0,199,,,
0.11647149920463562,0,249,,,
0.08426012098789215,0,299,,,
0.09760261327028275,1,349,,,
0.15002934634685516,1,399,,,
0.10869475454092026,1,449,,,
0.05993135645985603,1,499,,,
0.09097506105899811,1,549,,,
0.08278916776180267,1,599,,,
0.07722101360559464,2,649,,,
0.06429572403430939,2,699,,,
0.07718763500452042,2,749,,,
0.1124081239104271,2,799,,,
0.06684888154268265,2,849,,,
0.03626862168312073,2,899,,,
0.02377837523818016,3,949,,,
0.03258060663938522,3,999,,,
0.05807217210531235,3,1049,,,
0.029108550399541855,3,1099,,,
0.01173064298927784,3,1149,,,
0.03560526296496391,3,1199,,,
0.062249116599559784,4,1249,,,
0.024868536740541458,4,1299,,,
0.03620269149541855,4,1349,,,
0.01979987695813179,4,1399,,,
0.022370388731360435,4,1449,,,
0.031205009669065475,4,1499,,,
0.018966013565659523,5,1549,,,
0.040261391550302505,5,1599,,,
0.010269811376929283,5,1649,,,
0.02544609270989895,5,1699,,,
0.0203689131885767,5,1749,,,
0.020603744313120842,5,1799,,,
0.012264594435691833,6,1849,,,
0.020968832075595856,6,1899,,,
0.007384646683931351,6,1949,,,
0.01780019886791706,6,1999,,,
0.01671779155731201,6,2049,,,
0.010786851868033409,6,2099,,,
0.025534074753522873,6,2149,,,
0.007432855665683746,7,2199,,,
0.03369445726275444,7,2249,,,
0.019876066595315933,7,2299,,,
0.010189681313931942,7,2349,,,
0.010017957538366318,7,2399,,,
0.020228277891874313,7,2449,,,
0.009611702524125576,8,2499,,,
0.012363716959953308,8,2549,,,
0.02295878902077675,8,2599,,,
0.015386953018605709,8,2649,,,
0.00831556785851717,8,2699,,,
0.019508078694343567,8,2749,,,
0.023401591926813126,9,2799,,,
0.01345079205930233,9,2849,,,
0.013785716146230698,9,2899,,,
0.012307400815188885,9,2949,,,
0.014364547096192837,9,2999,,,
0.025415487587451935,9,3049,,,
,9,3065,0.02209513448178768,0.356669685906857,0.3220524952911918
0.007098167669028044,10,3099,,,
0.0023207631893455982,10,3149,,,
0.016142766922712326,10,3199,,,
0.0080872168764472,10,3249,,,
0.014467794448137283,10,3299,,,
0.008707269094884396,10,3349,,,
0.012031611055135727,11,3399,,,
0.0068937866017222404,11,3449,,,
0.002896607853472233,11,3499,,,
0.010910443030297756,11,3549,,,
0.007220480125397444,11,3599,,,
0.006686446722596884,11,3649,,,
0.02257203310728073,12,3699,,,
0.013046639040112495,12,3749,,,
