train_loss,epoch,step,val_loss,MCC,AUPR
0.38063108921051025,0,49,,,
0.4545691907405853,0,99,,,
0.21922259032726288,0,149,,,
0.17927591502666473,0,199,,,
0.18051934242248535,0,249,,,
0.09478013217449188,0,299,,,
0.09023351967334747,1,349,,,
0.05645081400871277,1,399,,,
0.1291765421628952,1,449,,,
0.17164689302444458,1,499,,,
0.11343792080879211,1,549,,,
0.26572757959365845,1,599,,,
0.08614538609981537,2,649,,,
0.10093820840120316,2,699,,,
0.07970649003982544,2,749,,,
0.09805507957935333,2,799,,,
0.11962418258190155,2,849,,,
0.1743314415216446,2,899,,,
0.23327109217643738,3,949,,,
0.06670945882797241,3,999,,,
0.20705990493297577,3,1049,,,
0.08577043563127518,3,1099,,,
0.07477408647537231,3,1149,,,
0.07285094261169434,3,1199,,,
0.06208920478820801,4,1249,,,
0.05845383182168007,4,1299,,,
0.07113198935985565,4,1349,,,
0.1020219475030899,4,1399,,,
0.08209019899368286,4,1449,,,
0.06773990392684937,4,1499,,,
0.24829520285129547,5,1549,,,
0.06304866075515747,5,1599,,,
0.05048467963933945,5,1649,,,
0.060103289783000946,5,1699,,,
0.05020366981625557,5,1749,,,
0.04464542493224144,5,1799,,,
0.07442411035299301,6,1849,,,
0.11298368871212006,6,1899,,,
0.033785201609134674,6,1949,,,
0.15242446959018707,6,1999,,,
0.11593698710203171,6,2049,,,
0.13243772089481354,6,2099,,,
0.05887887254357338,6,2149,,,
0.0468781515955925,7,2199,,,
0.01939414069056511,7,2249,,,
0.03748020529747009,7,2299,,,
0.03920334205031395,7,2349,,,
0.07372985780239105,7,2399,,,
0.12277499586343765,7,2449,,,
0.045590922236442566,8,2499,,,
0.04969271272420883,8,2549,,,
0.07209538668394089,8,2599,,,
0.013160103932023048,8,2649,,,
0.09497185796499252,8,2699,,,
0.061052434146404266,8,2749,,,
0.06743399053812027,9,2799,,,
0.03398872911930084,9,2849,,,
0.15134881436824799,9,2899,,,
0.09618566930294037,9,2949,,,
0.06444388628005981,9,2999,,,
0.07508766651153564,9,3049,,,
,9,3065,0.03174849599599838,0.32401398878392934,0.3464934605648862
0.08832677453756332,10,3099,,,
0.07386712729930878,10,3149,,,
0.016991043463349342,10,3199,,,
0.05442338436841965,10,3249,,,
0.045726947486400604,10,3299,,,
0.06766234338283539,10,3349,,,
0.026858916506171227,11,3399,,,
0.040556661784648895,11,3449,,,
0.08725237101316452,11,3499,,,
0.04996947944164276,11,3549,,,
0.0620606504380703,11,3599,,,
0.031513605266809464,11,3649,,,
0.0462275929749012,12,3699,,,
0.016545511782169342,12,3749,,,
0.032895468175411224,12,3799,,,
0.034972261637449265,12,3849,,,
0.1121138408780098,12,3899,,,
0.1115303710103035,12,3949,,,
0.09202845394611359,13,3999,,,
0.09076401591300964,13,4049,,,
0.04218818247318268,13,4099,,,
0.017053088173270226,13,4149,,,
0.03400430828332901,13,4199,,,
0.05434315279126167,13,4249,,,
0.0749712660908699,14,4299,,,
0.04475127533078194,14,4349,,,
0.022796854376792908,14,4399,,,
0.03872544690966606,14,4449,,,
0.039580658078193665,14,4499,,,
0.03277500346302986,14,4549,,,
0.06495057791471481,14,4599,,,
0.053770262748003006,15,4649,,,
0.03596354275941849,15,4699,,,
0.0221753790974617,15,4749,,,
0.021220985800027847,15,4799,,,
0.029718661680817604,15,4849,,,
0.03945844620466232,15,4899,,,
0.04347892850637436,16,4949,,,
0.02738092467188835,16,4999,,,
0.04276738315820694,16,5049,,,
0.03939656913280487,16,5099,,,
0.05088188499212265,16,5149,,,
0.010742981918156147,16,5199,,,
0.029206780716776848,17,5249,,,
0.02000686340034008,17,5299,,,
0.020498638972640038,17,5349,,,
0.043953027576208115,17,5399,,,
0.04456809535622597,17,5449,,,
0.01806586980819702,17,5499,,,
0.031461384147405624,18,5549,,,
0.00636872136965394,18,5599,,,
0.015219797380268574,18,5649,,,
0.08062945306301117,18,5699,,,
0.026742585003376007,18,5749,,,
0.0213298499584198,18,5799,,,
0.017176322638988495,19,5849,,,
0.04034479334950447,19,5899,,,
0.02500452660024166,19,5949,,,
0.02630811370909214,19,5999,,,
0.020670592784881592,19,6049,,,
0.036677561700344086,19,6099,,,
,19,6148,0.03398726135492325,0.3811162156555197,0.3781503150677019
0.025534192100167274,20,6149,,,
0.03571590036153793,20,6199,,,
0.0348094142973423,20,6249,,,
0.021741334348917007,20,6299,,,
0.013193288818001747,20,6349,,,
0.020387087017297745,20,6399,,,
0.013781070709228516,20,6449,,,
0.04326769337058067,21,6499,,,
0.035116467624902725,21,6549,,,
0.015524412505328655,21,6599,,,
0.0675906166434288,21,6649,,,
0.026065204292535782,21,6699,,,
0.007658648770302534,21,6749,,,
0.02350914105772972,22,6799,,,
0.009068056009709835,22,6849,,,
0.07817938178777695,22,6899,,,
0.03935665264725685,22,6949,,,
0.01602713018655777,22,6999,,,
0.014833614230155945,22,7049,,,
0.023216767236590385,23,7099,,,
0.020219482481479645,23,7149,,,
0.032861143350601196,23,7199,,,
0.011416587978601456,23,7249,,,
0.024535806849598885,23,7299,,,
0.0322091281414032,23,7349,,,
0.030968472361564636,24,7399,,,
0.008930708281695843,24,7449,,,
0.010120149701833725,24,7499,,,
0.010203366167843342,24,7549,,,
0.007048375904560089,24,7599,,,
0.004480921663343906,24,7649,,,
0.01994566060602665,25,7699,,,
0.011940174736082554,25,7749,,,
0.01613222062587738,25,7799,,,
0.0077950130216777325,25,7849,,,
0.008890875615179539,25,7899,,,
0.0359666533768177,25,7949,,,
0.027118563652038574,25,7999,,,
0.021795757114887238,26,8049,,,
0.017783109098672867,26,8099,,,
0.01614702120423317,26,8149,,,
0.015715990215539932,26,8199,,,
0.017112400382757187,26,8249,,,
0.02380497381091118,26,8299,,,
0.006744136102497578,27,8349,,,
0.020022045820951462,27,8399,,,
0.04160527512431145,27,8449,,,
0.018391387537121773,27,8499,,,
0.011070696637034416,27,8549,,,
0.04613673686981201,27,8599,,,
0.010820705443620682,28,8649,,,
0.003750062081962824,28,8699,,,
0.022725626826286316,28,8749,,,
0.005466507747769356,28,8799,,,
0.008006187155842781,28,8849,,,
0.014329145662486553,28,8899,,,
0.024894341826438904,29,8949,,,
0.016678761690855026,29,8999,,,
0.017268197610974312,29,9049,,,
0.005011604167521,29,9099,,,
0.025722067803144455,29,9149,,,
0.055098842829465866,29,9199,,,
,29,9244,0.03717907518148422,0.4111826056174169,0.4128436024485673
0.018777383491396904,30,9249,,,
0.00652299216017127,30,9299,,,
0.007935876958072186,30,9349,,,
0.14664822816848755,30,9399,,,
0.020672723650932312,30,9449,,,
0.01118549332022667,30,9499,,,
0.02979925274848938,30,9549,,,
0.01714150235056877,31,9599,,,
0.012870022095739841,31,9649,,,
0.04216806963086128,31,9699,,,
0.026243995875120163,31,9749,,,
0.005907887127250433,31,9799,,,
0.01876954175531864,31,9849,,,
0.01735524646937847,32,9899,,,
0.014111886732280254,32,9949,,,
0.024900617077946663,32,9999,,,
0.007621440105140209,32,10049,,,
0.01686786115169525,32,10099,,,
0.023743556812405586,32,10149,,,
0.023510092869400978,33,10199,,,
0.007643482182174921,33,10249,,,
0.011989155784249306,33,10299,,,
0.02446918562054634,33,10349,,,
0.03865126520395279,33,10399,,,
0.027216531336307526,33,10449,,,
0.013264236971735954,34,10499,,,
0.005545056425035,34,10549,,,
0.03645530715584755,34,10599,,,
0.021660665050148964,34,10649,,,
0.02284090220928192,34,10699,,,
0.033319417387247086,34,10749,,,
0.015620176680386066,35,10799,,,
0.011768385767936707,35,10849,,,
0.00301905139349401,35,10899,,,
0.016479147598147392,35,10949,,,
0.020411357283592224,35,10999,,,
0.023020688444375992,35,11049,,,
0.009613978676497936,36,11099,,,
0.015589297749102116,36,11149,,,
0.008901200257241726,36,11199,,,
0.002924824133515358,36,11249,,,
0.020187966525554657,36,11299,,,
0.024475930258631706,36,11349,,,
0.005415987689048052,36,11399,,,
0.014930902980268002,37,11449,,,
0.008008623495697975,37,11499,,,
0.03220979869365692,37,11549,,,
0.04352942481637001,37,11599,,,
0.009640339761972427,37,11649,,,
0.05845974385738373,37,11699,,,
0.011868879199028015,38,11749,,,
0.05154916271567345,38,11799,,,
0.007547025103121996,38,11849,,,
0.011274048127233982,38,11899,,,
0.007888549007475376,38,11949,,,
0.022163905203342438,38,11999,,,
0.009918717667460442,39,12049,,,
0.01607123203575611,39,12099,,,
0.006413207855075598,39,12149,,,
0.0160216037184,39,12199,,,
0.00975034199655056,39,12249,,,
0.008650751784443855,39,12299,,,
,39,12329,0.040624529123306274,0.4554830198264037,0.4344253568541905
0.013259691186249256,40,12349,,,
0.05165252462029457,40,12399,,,
0.029090847820043564,40,12449,,,
0.008552144281566143,40,12499,,,
0.005251022987067699,40,12549,,,
0.0029372544959187508,40,12599,,,
0.027457093819975853,41,12649,,,
0.017756514251232147,41,12699,,,
0.022383704781532288,41,12749,,,
0.0409509502351284,41,12799,,,
0.012398850172758102,41,12849,,,
0.005595703609287739,41,12899,,,
0.004803270101547241,42,12949,,,
0.004215418826788664,42,12999,,,
0.02169274538755417,42,13049,,,
0.00800548866391182,42,13099,,,
0.003594122128561139,42,13149,,,
0.00562950037419796,42,13199,,,
0.015442748554050922,42,13249,,,
0.03851601108908653,43,13299,,,
0.012062613852322102,43,13349,,,
0.005874742288142443,43,13399,,,
