train_loss,epoch,step,val_loss,MCC,AUPR,test_loss
0.28130969405174255,0,49,,,,
0.250045508146286,0,99,,,,
0.15209080278873444,0,149,,,,
0.1974126249551773,0,199,,,,
0.2507169544696808,0,249,,,,
0.4658709764480591,0,299,,,,
0.19947409629821777,1,349,,,,
0.26223915815353394,1,399,,,,
0.23206672072410583,1,449,,,,
0.14784541726112366,1,499,,,,
0.2591119408607483,1,549,,,,
0.10103002935647964,1,599,,,,
0.284713476896286,2,649,,,,
0.0961245521903038,2,699,,,,
0.2515997290611267,2,749,,,,
0.12882894277572632,2,799,,,,
0.2411988377571106,2,849,,,,
0.08510719239711761,2,899,,,,
0.13876141607761383,3,949,,,,
0.1936674863100052,3,999,,,,
0.10642532259225845,3,1049,,,,
0.3448486030101776,3,1099,,,,
0.23848731815814972,3,1149,,,,
0.04582678899168968,3,1199,,,,
0.11778372526168823,4,1249,,,,
0.06870227307081223,4,1299,,,,
0.11618644744157791,4,1349,,,,
0.059097059071063995,4,1399,,,,
0.08425136655569077,4,1449,,,,
0.05784597992897034,4,1499,,,,
0.05964668095111847,5,1549,,,,
0.1733645349740982,5,1599,,,,
0.06650605797767639,5,1649,,,,
0.12369641661643982,5,1699,,,,
0.1463107168674469,5,1749,,,,
0.06259031593799591,5,1799,,,,
0.05216672271490097,6,1849,,,,
0.15989527106285095,6,1899,,,,
0.1194988563656807,6,1949,,,,
0.05482083931565285,6,1999,,,,
0.07379484176635742,6,2049,,,,
0.0504351407289505,6,2099,,,,
0.04879053309559822,6,2149,,,,
0.05813070759177208,7,2199,,,,
0.1470523327589035,7,2249,,,,
0.06475243717432022,7,2299,,,,
0.04117307811975479,7,2349,,,,
0.07083872705698013,7,2399,,,,
0.12635438144207,7,2449,,,,
0.019532928243279457,8,2499,,,,
0.05205640196800232,8,2549,,,,
0.04001279175281525,8,2599,,,,
0.08447559177875519,8,2649,,,,
0.05338224396109581,8,2699,,,,
0.03120884671807289,8,2749,,,,
0.03601277992129326,9,2799,,,,
0.06160585954785347,9,2849,,,,
0.012789388187229633,9,2899,,,,
0.022553328424692154,9,2949,,,,
0.03959158435463905,9,2999,,,,
0.02976650930941105,9,3049,,,,
,9,3065,0.03392058238387108,0.2982541144929132,0.3461048146384779,
0.052117958664894104,10,3099,,,,
0.05136753246188164,10,3149,,,,
0.06923603266477585,10,3199,,,,
0.07847780734300613,10,3249,,,,
0.06735549867153168,10,3299,,,,
0.12235438078641891,10,3349,,,,
0.05266302824020386,11,3399,,,,
0.03842650353908539,11,3449,,,,
0.1500910073518753,11,3499,,,,
0.038114361464977264,11,3549,,,,
0.025681959465146065,11,3599,,,,
0.06441719830036163,11,3649,,,,
0.018859969452023506,12,3699,,,,
0.042236197739839554,12,3749,,,,
0.04443132132291794,12,3799,,,,
0.032864708453416824,12,3849,,,,
0.03227005526423454,12,3899,,,,
0.05868291109800339,12,3949,,,,
0.02218552678823471,13,3999,,,,
0.08653175085783005,13,4049,,,,
0.09481918066740036,13,4099,,,,
0.02820524573326111,13,4149,,,,
0.029835643246769905,13,4199,,,,
0.03316137567162514,13,4249,,,,
0.019891664385795593,14,4299,,,,
0.038451723754405975,14,4349,,,,
0.04827731475234032,14,4399,,,,
0.03004675917327404,14,4449,,,,
0.050520580261945724,14,4499,,,,
0.05424557626247406,14,4549,,,,
0.04992193356156349,14,4599,,,,
0.043306827545166016,15,4649,,,,
0.01959068328142166,15,4699,,,,
0.055637456476688385,15,4749,,,,
0.06046762689948082,15,4799,,,,
0.025031985715031624,15,4849,,,,
0.014194519259035587,15,4899,,,,
0.044504474848508835,16,4949,,,,
0.048720672726631165,16,4999,,,,
0.07563585042953491,16,5049,,,,
0.014599103480577469,16,5099,,,,
0.06414125859737396,16,5149,,,,
0.034122418612241745,16,5199,,,,
0.06345603615045547,17,5249,,,,
0.046519678086042404,17,5299,,,,
0.028639180585741997,17,5349,,,,
0.018398892134428024,17,5399,,,,
0.02392406389117241,17,5449,,,,
0.05024455860257149,17,5499,,,,
0.019115876406431198,18,5549,,,,
0.03505158796906471,18,5599,,,,
0.018999796360731125,18,5649,,,,
0.0732075497508049,18,5699,,,,
0.004994288552552462,18,5749,,,,
0.09533637762069702,18,5799,,,,
0.037505920976400375,19,5849,,,,
0.03484351560473442,19,5899,,,,
0.025644956156611443,19,5949,,,,
0.06214071437716484,19,5999,,,,
0.05137573555111885,19,6049,,,,
0.04843516647815704,19,6099,,,,
,19,6148,0.035159122198820114,0.3724750385896165,0.3755829710782898,
0.012662608176469803,20,6149,,,,
0.02080661989748478,20,6199,,,,
0.021027900278568268,20,6249,,,,
0.008472711779177189,20,6299,,,,
0.03425726667046547,20,6349,,,,
0.011131947860121727,20,6399,,,,
0.02617805451154709,20,6449,,,,
0.026175547391176224,21,6499,,,,
0.024654574692249298,21,6549,,,,
0.028080422431230545,21,6599,,,,
0.00963568314909935,21,6649,,,,
0.03794761374592781,21,6699,,,,
0.040821097791194916,21,6749,,,,
0.04598420485854149,22,6799,,,,
0.03139445558190346,22,6849,,,,
0.033365730196237564,22,6899,,,,
0.05628955364227295,22,6949,,,,
0.031879786401987076,22,6999,,,,
0.038407959043979645,22,7049,,,,
0.039122045040130615,23,7099,,,,
0.018074169754981995,23,7149,,,,
0.028910135850310326,23,7199,,,,
0.03615456074476242,23,7249,,,,
0.02853463590145111,23,7299,,,,
0.014576807618141174,23,7349,,,,
0.016127347946166992,24,7399,,,,
0.015414174646139145,24,7449,,,,
0.016076689586043358,24,7499,,,,
0.009249825961887836,24,7549,,,,
0.013429040089249611,24,7599,,,,
0.01981145516037941,24,7649,,,,
0.019778592512011528,25,7699,,,,
0.042986828833818436,25,7749,,,,
0.0374777689576149,25,7799,,,,
0.023392904549837112,25,7849,,,,
0.017968684434890747,25,7899,,,,
0.023245278745889664,25,7949,,,,
0.030810508877038956,25,7999,,,,
0.02502996101975441,26,8049,,,,
0.03788548335433006,26,8099,,,,
0.012347406707704067,26,8149,,,,
0.009890521876513958,26,8199,,,,
0.013357449322938919,26,8249,,,,
0.026682469993829727,26,8299,,,,
0.038178060203790665,27,8349,,,,
0.003025900572538376,27,8399,,,,
0.007926056161522865,27,8449,,,,
0.006481841206550598,27,8499,,,,
0.023826725780963898,27,8549,,,,
