train_loss,epoch,step,val_loss,MCC,AUPR
0.24206550419330597,0,49,,,
0.2105346918106079,0,99,,,
0.6268454790115356,0,149,,,
0.12179068475961685,0,199,,,
0.1360345482826233,0,249,,,
0.2036214917898178,0,299,,,
0.1316991150379181,1,349,,,
0.19698670506477356,1,399,,,
0.2580057978630066,1,449,,,
0.09664463996887207,1,499,,,
0.23003607988357544,1,549,,,
0.17926035821437836,1,599,,,
0.12615692615509033,2,649,,,
0.3655826151371002,2,699,,,
0.3119555413722992,2,749,,,
0.21715277433395386,2,799,,,
0.11921466141939163,2,849,,,
0.11555967479944229,2,899,,,
0.1190391555428505,3,949,,,
0.19592484831809998,3,999,,,
0.09896916896104813,3,1049,,,
0.09895195066928864,3,1099,,,
0.05904466286301613,3,1149,,,
0.13457337021827698,3,1199,,,
0.06798543781042099,4,1249,,,
0.11836124211549759,4,1299,,,
0.03937162458896637,4,1349,,,
0.19023749232292175,4,1399,,,
0.05103997141122818,4,1449,,,
0.07183898985385895,4,1499,,,
0.0717645213007927,5,1549,,,
0.040116142481565475,5,1599,,,
0.10962742567062378,5,1649,,,
0.07717391848564148,5,1699,,,
0.09109219908714294,5,1749,,,
0.12617221474647522,5,1799,,,
0.07354752719402313,6,1849,,,
0.06695179641246796,6,1899,,,
0.0443037711083889,6,1949,,,
0.09390437602996826,6,1999,,,
0.15847507119178772,6,2049,,,
0.038160715252161026,6,2099,,,
0.09407612681388855,6,2149,,,
0.07680764049291611,7,2199,,,
0.024995632469654083,7,2249,,,
0.0693727433681488,7,2299,,,
0.0762384757399559,7,2349,,,
0.21451538801193237,7,2399,,,
0.08640605956315994,7,2449,,,
0.0728742778301239,8,2499,,,
0.10133234411478043,8,2549,,,
0.07057411968708038,8,2599,,,
0.1697739064693451,8,2649,,,
0.03785090520977974,8,2699,,,
0.06610113382339478,8,2749,,,
0.059882573783397675,9,2799,,,
0.07710795104503632,9,2849,,,
0.03537673130631447,9,2899,,,
0.08578719198703766,9,2949,,,
0.0719192698597908,9,2999,,,
0.08549707382917404,9,3049,,,
,9,3065,0.03269316256046295,0.30446756912848383,0.33288932520775155
0.05026473477482796,10,3099,,,
0.07532922923564911,10,3149,,,
0.07108817249536514,10,3199,,,
0.025069033727049828,10,3249,,,
0.09479207545518875,10,3299,,,
0.05759308487176895,10,3349,,,
0.03824595361948013,11,3399,,,
0.022437503561377525,11,3449,,,
0.06642721593379974,11,3499,,,
0.07306990027427673,11,3549,,,
0.06270521879196167,11,3599,,,
0.024807089939713478,11,3649,,,
